WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,Estimates Start After
176,ISL,Iceland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",51068.20 ,53750.44 ,55636.46 ,57136.13 ,58136.75 ,2014
534,IND,India,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1688.38 ,1820.80 ,1964.97 ,2117.05 ,2299.37 ,2013
536,IDN,Indonesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3415.83 ,3383.87 ,3625.06 ,3844.82 ,4100.12 ,2014
429,IRN,Islamic Republic of Iran,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5047.84 ,5237.42 ,5565.63 ,5922.32 ,6295.53 ,2012
433,IRQ,Iraq,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4694.26 ,4891.34 ,5416.36 ,5899.68 ,6345.17 ,2013
178,IRL,Ireland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",48939.68 ,51293.29 ,53804.27 ,56162.04 ,58392.49 ,2014
436,ISR,Israel,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",35702.07 ,36662.98 ,36853.09 ,36973.38 ,37008.34 ,2014
136,ITA,Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",29847.38 ,30540.57 ,31505.04 ,32456.14 ,33388.20 ,2014
343,JAM,Jamaica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4912.29 ,4993.60 ,5172.58 ,5394.17 ,5638.59 ,2014
158,JPN,Japan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",32480.66 ,33010.02 ,34486.47 ,35450.27 ,36758.57 ,2014
439,JOR,Jordan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5599.56 ,5862.05 ,6145.37 ,6439.25 ,6747.17 ,2013
916,KAZ,Kazakhstan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11028.07 ,9650.47 ,10719.75 ,11839.12 ,12953.39 ,2014
664,KEN,Kenya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1432.09 ,1522.00 ,1652.82 ,1789.13 ,1928.75 ,2013
826,KIR,Kiribati,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1443.35 ,1429.13 ,1425.47 ,1428.83 ,1424.81 ,2013
542,KOR,Korea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",27512.89 ,28524.63 ,30285.16 ,32177.54 ,34267.98 ,2014
967,UVK,Kosovo,"Gross domestic product per capita, current prices",U.S. dollars,Units,,,,,,,
443,KWT,Kuwait,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",29982.63 ,30426.36 ,32649.62 ,34845.40 ,36523.04 ,2014
917,KGZ,Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1197.76 ,1264.05 ,1351.33 ,1443.60 ,1538.39 ,2012
544,LAO,Lao P.D.R.,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1785.09 ,1876.90 ,2057.80 ,2298.72 ,2486.12 ,2012
941,LVA,Latvia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",13729.09 ,14496.15 ,15596.39 ,16778.56 ,17981.40 ,2013
446,LBN,Lebanon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11945.35 ,12404.54 ,12799.89 ,13274.59 ,13976.13 ,2011
666,LSO,Lesotho,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1062.58 ,1091.66 ,1160.99 ,1247.63 ,1311.64 ,2006
668,LBR,Liberia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",469.09 ,479.47 ,506.64 ,541.70 ,578.56 ,2009
672,LBY,Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4753.60 ,5109.44 ,5694.74 ,6378.28 ,7083.17 ,2014
946,LTU,Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",14318.08 ,15365.97 ,16631.43 ,17566.61 ,18621.24 ,2013
137,LUX,Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",103186.99 ,106728.89 ,111062.79 ,115575.04 ,120081.61 ,2014
962,MKD,FYR Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4867.22 ,5088.00 ,5379.56 ,5713.03 ,6091.27 ,2014
674,MDG,Madagascar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",392.55 ,368.05 ,380.70 ,395.24 ,411.40 ,2006
676,MWI,Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",352.73 ,330.01 ,338.52 ,349.76 ,363.47 ,2014
548,MYS,Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",10073.17 ,11090.07 ,12192.38 ,13362.93 ,14650.56 ,2014
556,MDV,Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8713.74 ,9127.00 ,9685.19 ,10306.03 ,10990.35 ,2006
678,MLI,Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",672.23 ,706.58 ,744.03 ,779.81 ,813.56 ,2010
181,MLT,Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",21539.91 ,22716.68 ,24098.02 ,25544.02 ,27020.27 ,2013
867,MHL,Marshall Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3527.28 ,3573.77 ,3644.28 ,3711.38 ,3772.34 ,2013
682,MRT,Mauritania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1262.13 ,1263.79 ,1323.82 ,1388.97 ,1459.97 ,2012
684,MUS,Mauritius,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9186.51 ,9643.38 ,10242.98 ,10873.85 ,11529.32 ,2012
273,MEX,Mexico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9592.12 ,9692.18 ,10100.59 ,10558.03 ,11085.47 ,2014
868,FSM,Micronesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2970.36 ,3021.25 ,3105.17 ,3173.42 ,3254.68 ,2013
921,MDA,Moldova,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1740.28 ,1828.51 ,1973.28 ,2131.37 ,2320.70 ,2013
948,MNG,Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4179.09 ,4300.17 ,4478.10 ,4773.02 ,5098.76 ,2014
943,MNE,Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6372.60 ,6783.14 ,7141.45 ,7527.07 ,7821.92 ,2013
686,MAR,Morocco,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3076.60 ,3249.23 ,3442.20 ,3659.31 ,3908.65 ,2014
688,MOZ,Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",626.23 ,684.80 ,745.56 ,813.39 ,887.11 ,2013
518,MMR,Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1268.68 ,1364.02 ,1501.50 ,1649.85 ,1806.14 ,2007
728,NAM,Namibia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5787.15 ,6118.17 ,6608.40 ,7120.85 ,7565.68 ,2008
558,NPL,Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",751.12 ,836.90 ,907.18 ,970.52 ,1017.16 ,2012
138,NLD,Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",44333.15 ,46027.85 ,48016.09 ,50088.38 ,52183.56 ,2014
196,NZL,New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",36963.50 ,35569.84 ,36702.46 ,37870.21 ,39019.51 ,2014
278,NIC,Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1965.01 ,2063.90 ,2162.99 ,2267.34 ,2376.45 ,2013
692,NER,Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",403.44 ,420.61 ,452.03 ,484.92 ,515.26 ,2009
694,NGA,Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2758.41 ,2640.53 ,2695.11 ,2758.05 ,2837.42 ,2012
142,NOR,Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",76266.46 ,74902.79 ,77918.89 ,81021.54 ,83255.81 ,2014
449,OMN,Oman,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",15672.37 ,15322.35 ,15972.71 ,16429.91 ,16622.46 ,2012
564,PAK,Pakistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1427.09 ,n/a,n/a,n/a,n/a,2015
565,PLW,Palau,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",14600.10 ,15113.07 ,15644.28 ,16146.75 ,16665.37 ,2014
283,PAN,Panama,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11849.66 ,12608.78 ,13441.47 ,14382.87 ,15288.44 ,2013
853,PNG,Papua New Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2331.58 ,2299.42 ,2333.78 ,2389.26 ,2470.07 ,2012
288,PRY,Paraguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4141.82 ,4217.11 ,4332.66 ,4450.12 ,4562.30 ,2013
293,PER,Peru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5637.84 ,5566.29 ,5882.95 ,6222.23 ,6521.93 ,2014
566,PHL,Philippines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2951.15 ,3192.15 ,3475.67 ,3790.20 ,4142.67 ,2014
964,POL,Poland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",12662.21 ,13389.93 ,14216.95 ,15192.13 ,16262.42 ,2014
182,PRT,Portugal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",18983.78 ,19611.26 ,20348.53 ,21085.98 ,21798.64 ,2014
453,QAT,Qatar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",78829.24 ,73724.62 ,77856.60 ,83724.09 ,89472.09 ,2014
968,ROU,Romania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8807.33 ,9251.30 ,9950.71 ,10699.14 ,11436.42 ,2014
922,RUS,Russia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8447.42 ,8058.26 ,8949.20 ,9892.41 ,11031.06 ,2014
714,RWA,Rwanda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",742.85 ,789.33 ,841.60 ,903.09 ,961.95 ,2012
862,WSM,Samoa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4481.25 ,4618.44 ,4644.32 ,4753.76 ,4889.76 ,2011
135,SMR,San Marino,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",49139.01 ,50260.48 ,52068.17 ,54202.57 ,56478.63 ,2013
716,STP,S鉶 Tom?and Pr韓cipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1605.88 ,1715.57 ,1796.11 ,1898.89 ,2039.74 ,2011
456,SAU,Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",20138.83 ,20092.60 ,21269.12 ,22493.90 ,23540.76 ,2010
722,SEN,Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",934.64 ,986.43 ,1055.85 ,1133.58 ,1217.93 ,2011
942,SRB,Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5102.45 ,5267.96 ,5556.00 ,5994.65 ,6456.87 ,2013
718,SYC,Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",14466.16 ,15301.82 ,15994.82 ,16767.69 ,17472.50 ,2012
724,SLE,Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",675.18 ,708.71 ,749.47 ,803.11 ,860.83 ,2012
576,SGP,Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",53224.27 ,55509.40 ,58664.98 ,61941.66 ,65311.27 ,2014
936,SVK,Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",15892.55 ,16673.73 ,17685.04 ,18725.75 ,19800.67 ,2014
961,SVN,Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",20712.01 ,21308.16 ,22275.09 ,23267.75 ,24276.65 ,2014
813,SLB,Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2050.46 ,2146.19 ,2258.72 ,2378.65 ,2512.69 ,2013
199,ZAF,South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5783.50 ,5859.08 ,6014.46 ,6207.50 ,6408.76 ,2014
733,SSD,South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1083.20 ,1139.70 ,1132.77 ,971.42 ,1026.22 ,2008
184,ESP,Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",26326.87 ,27309.31 ,28509.11 ,29704.39 ,30951.24 ,2014
524,LKA,Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3767.58 ,4060.98 ,4403.00 ,4773.83 ,5175.89 ,2012
361,KNA,St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",14618.46 ,14987.62 ,15380.17 ,15797.43 ,16210.24 ,2003
362,LCA,St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8409.87 ,8708.36 ,9039.20 ,9366.99 ,9710.34 ,2012
364,VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6959.24 ,7213.82 ,7508.93 ,7845.20 ,8198.35 ,2014
732,SDN,Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2194.10 ,2152.13 ,2300.42 ,2406.78 ,2530.17 ,2011
366,SUR,Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9051.56 ,9211.81 ,10112.80 ,10914.16 ,11669.97 ,2011
734,SWZ,Swaziland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3847.66 ,3847.56 ,3874.75 ,3920.15 ,3956.01 ,2009
144,SWE,Sweden,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",48965.95 ,49782.84 ,51061.48 ,52585.96 ,54028.04 ,2014
146,CHE,Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",82177.60 ,82968.02 ,84864.29 ,86706.94 ,88448.04 ,2014
463,SYR,Syria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,2010
528,TWN,Taiwan Province of China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",22082.79 ,22928.48 ,23940.89 ,24972.39 ,26039.26 ,2014
923,TJK,Tajikistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",949.05 ,920.89 ,971.98 ,1033.86 ,1105.42 ,2014
738,TZA,Tanzania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",968.82 ,963.83 ,1014.96 ,1082.30 ,1149.96 ,2012
578,THA,Thailand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5426.30 ,5697.49 ,5952.22 ,6250.29 ,6557.07 ,2014
537,TLS,Timor-Leste,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3330.27 ,3010.17 ,2814.18 ,2808.98 ,2717.08 ,2011
742,TGO,Togo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",578.11 ,610.32 ,650.00 ,691.15 ,732.24 ,2010
866,TON,Tonga,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4311.03 ,4598.49 ,4912.59 ,5092.27 ,5297.22 ,2012
369,TTO,Trinidad and Tobago,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",20380.24 ,20757.45 ,21894.77 ,23152.46 ,24474.07 ,2012
744,TUN,Tunisia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3984.82 ,3972.38 ,4024.33 ,4100.03 ,4335.84 ,2010
186,TUR,Turkey,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9290.43 ,9179.95 ,9594.04 ,10037.09 ,10524.03 ,2013
925,TKM,Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",7534.02 ,8570.23 ,9574.08 ,10600.39 ,11790.20 ,2004
869,TUV,Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3130.34 ,3193.56 ,3276.88 ,3354.67 ,3410.73 ,2012
746,UGA,Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",625.30 ,648.16 ,691.37 ,724.42 ,761.49 ,2013
926,UKR,Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2108.91 ,2199.49 ,2450.70 ,2718.34 ,2972.64 ,2014
466,ARE,United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",35392.17 ,36142.46 ,37737.02 ,39348.86 ,40759.22 ,2010
112,GBR,United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",44117.80 ,46719.86 ,49104.50 ,51693.66 ,54227.28 ,2014
111,USA,United States,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",55904.30 ,57765.51 ,60014.90 ,62473.98 ,64817.72 ,2014
298,URY,Uruguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",16091.91 ,16674.69 ,17431.43 ,18299.60 ,19223.43 ,2014
927,UZB,Uzbekistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2129.50 ,2191.85 ,2315.88 ,2439.60 ,2569.75 ,2013
846,VUT,Vanuatu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2872.07 ,3028.41 ,3168.09 ,3301.42 ,3407.11 ,2013
299,VEN,Venezuela,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4262.54 ,4250.55 ,4520.31 ,4785.85 ,5177.33 ,2010
582,VNM,Vietnam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2170.88 ,2320.70 ,2458.09 ,2618.59 ,2785.99 ,2012
474,YEM,Yemen,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1234.95 ,1437.73 ,1596.43 ,1685.22 ,1741.17 ,2008
754,ZMB,Zambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1576.45 ,1569.05 ,1640.29 ,1748.08 ,1864.83 ,2010
698,ZWE,Zimbabwe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1037.16 ,1054.43 ,1094.19 ,1135.84 ,1185.80 ,2012
,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2015",,,,,,,,,,,,
